epoch,best
0,0.3297508304005862
1,0.3297508304005862
2,0.3297508304005862
3,0.32383512993576713
4,0.1691890233315868
5,0.1691890233315868
6,0.1691890233315868
7,0.1622483272436307
8,0.16217334987593948
9,0.16217334987593948
10,0.1621063838342069
11,0.13079855211506353
12,0.13079854752647174
13,0.12865213319654284
14,0.12865213319654284
15,0.12864368710356844
16,0.1275034654339779
17,0.1275034654339779
18,0.12750346537381915
19,0.12750246265647916
20,0.12750246265647916
21,0.12749897310190583
22,0.12749897310190583
23,0.12749897309717037
24,0.12749897309716307
25,0.1274989726076549
26,0.12743515886154785
27,0.12743515886154785
28,0.12743515886151846
29,0.12718085251056335
30,0.11745959921757823
31,0.1174595538621312
32,0.11735406716425675
33,0.11735406716425675
34,0.11735406716425675
35,0.11735406716425675
36,0.11735406711693691
37,0.11735406711212076
38,0.1173540671121161
39,0.11735406711196561
40,0.11735097206894815
41,0.11735097206894815
42,0.11735097197468118
43,0.11735096603588624
44,0.11735096603588624
45,0.11735096603588624
46,0.11734958029926773
47,0.11734958029896839
48,0.11734919208381377
49,0.11734919208381377
50,0.11705175711528573
51,0.11703792793520437
52,0.11703792793520437
53,0.11692429465495098
54,0.11692429464371837
55,0.11692429463922524
56,0.11692429463922524
57,0.11692429463915509
58,0.11692257383084638
59,0.11692257383084638
60,0.11692253389678638
61,0.11692253389678638
62,0.11692253389678638
63,0.11692253389678638
64,0.1168878290992112
65,0.11688782909920643
66,0.11688782909892798
67,0.11688780930047445
68,0.11688780930047445
69,0.11688780929805773
70,0.11688780929805773
71,0.116868658117232
72,0.11686828710012977
73,0.11686828710012977
74,0.11686828705909216
75,0.11686828705909216
76,0.11686828705909216
77,0.11686828705909216
78,0.11686828704883252
79,0.11686817557381232
80,0.11686817556355461
81,0.11686817556185407
82,0.11686817556185407
83,0.11686817556185407
84,0.11686817556184918
85,0.11686584211679732
86,0.11686584211679732
87,0.11686584211679649
88,0.11686584211679649
89,0.11681999422265171
90,0.1168197406183755
91,0.1168197406183755
92,0.11681974061835926
93,0.11681974059986114
94,0.11681974059984492
95,0.11681974059984492
96,0.11681974059984492
97,0.11681974059984492
98,0.11681974059984492
99,0.11681940004055964
100,0.11681940004055964
101,0.11681940004055964
102,0.11681940004055964
103,0.11681940004055964
104,0.11681940004055964
105,0.11681940004055964
106,0.11681940004052352
107,0.11681940004052352
108,0.11681940004052352
109,0.11681940004052352
110,0.11681940004052352
111,0.11681940004052352
112,0.11681940004052352
113,0.11681940004052352
114,0.11681940004052352
115,0.11681940004052352
116,0.11681940004052352
117,0.11681940004052352
118,0.11681940004052352
119,0.11681940004052352
