epoch,best
0,0.5440831206526203
1,0.5440831206526203
2,0.5440831206526203
3,0.5440831206526203
4,0.5440831206526203
5,0.5440831206526203
6,0.5440831206526203
7,0.5440831206526203
8,0.5412354243851466
9,0.5394835180038191
10,0.5394176291876622
11,0.5394125846260294
12,0.5394125841728543
13,0.5394125841728543
14,0.5376940251628963
15,0.5345036359631139
16,0.5345036007243983
17,0.5345036006568431
18,0.5345036006568431
19,0.5345036006568431
20,0.5345036006568431
21,0.5345036006512519
22,0.5345036006512519
23,0.5162436270926001
24,0.5152881521062476
25,0.5152881521062476
26,0.5152881521062476
27,0.5152881521062476
28,0.5152881475886326
29,0.515252447308204
30,0.5111462181157951
31,0.5105750249881749
32,0.5105750248652952
33,0.5105750248622204
34,0.5105747732046388
35,0.5095711450164994
36,0.5095692293048084
37,0.5095689898542581
38,0.5095689898542581
39,0.5095689898542581
40,0.5095689898542581
41,0.5095689898542581
42,0.5095689897957988
43,0.5095689897957988
44,0.5095689897957988
45,0.5095689748302386
46,0.5095689747986547
47,0.509568974791347
48,0.5095687577589212
49,0.5095687575295906
50,0.5095687575295906
51,0.509568757529534
52,0.5095687575295192
53,0.5095687575295192
54,0.5095687575137309
55,0.5095687575137309
56,0.5095687575137309
57,0.50956875751373
58,0.5091628618180243
59,0.5091128427716459
60,0.5091128427716459
61,0.5091128427716459
62,0.4977783307621377
63,0.4959529273534518
64,0.4957444605748723
65,0.4957444589198239
66,0.4957444589198239
67,0.4957444589198239
68,0.4957444589198239
69,0.4957444589198239
70,0.4957444589197814
71,0.4957444589197814
72,0.4956439466651613
73,0.49564106776870315
74,0.49564106776869793
75,0.49564106776869793
76,0.49564106776869793
77,0.4956410677685114
78,0.4956410677685114
79,0.49564106700454524
80,0.49564106696081683
81,0.48534556365479925
82,0.48447996643848806
83,0.4844798395816225
84,0.4844798395816225
85,0.4844798395816225
86,0.48445077189265523
87,0.4844505778527793
88,0.48445056348781984
89,0.48445056348781984
90,0.48445056348781984
91,0.48445056348781984
92,0.4844505634860678
93,0.4844505634860669
94,0.4844505634860669
95,0.4844503342163272
96,0.471232331719044
97,0.471232331719044
98,0.47123216799596324
99,0.47123216799596324
100,0.470768521026362
101,0.4706794240993424
102,0.4706794206283075
103,0.47067897634181866
104,0.47067897634181866
105,0.47066476546842984
106,0.47066476546165614
107,0.47066476543371605
108,0.47066476543202285
109,0.4706612146227249
110,0.47066121462103205
111,0.47066121462103205
112,0.47066121462103205
113,0.47066121462103205
114,0.47066121462103205
115,0.47066121462103205
116,0.47066121462103205
117,0.47066121462103205
118,0.4706603270374935
119,0.4706603270374935
